segment_id,timestep,date,material,weather,age_factor,dirt_level,wear_level,reflectivity_score,spectral_mean,mean_brightness,std_brightness,michelson_contrast,edge_density,laplacian_var,bright_ratio,r_mean,g_mean,b_mean,rg_ratio,spectral_std
SEG_001,15,2025-11-10,road_marking_new,clear,0.0165,0.0303,0.0584,0.8838,0.9107,0.7645769730949706,0.08472629962808276,0.5896370270857249,0.04459896049061519,0.5452251216895311,0.6962408685603669,0.3514490239675082,0.3247457997810881,0.38579074245971545,1.082224749264412,0.044163071388297434
SEG_001,16,2025-11-11,road_marking_new,rain,0.0176,0.0323,0.0623,0.8534,0.8905,0.7851531629263042,0.07895792857715686,0.575521284723089,0.05870772809386633,0.49673851912600075,0.5896866506274597,0.39315809590368134,0.3476071524285752,0.3607056261376823,1.1310381910115457,0.061222835797868226
SEG_001,17,2025-11-12,road_marking_new,haze,0.0187,0.0343,0.0662,0.7758,0.8019,0.651223669449368,0.08398919940828006,0.5250006085616291,0.05391377090437312,0.5448113376912977,0.5198642638901544,0.2898189200463801,0.28000925258903014,0.3044568356568568,1.0350296725446912,0.05742771328734976
SEG_001,18,2025-11-13,road_marking_new,heavy_rain,0.0199,0.0363,0.0701,0.8235,0.8637,0.7124977080660361,0.0697935375628263,0.5268081709839311,0.04806507341845724,0.4844828758084157,0.6208025555238147,0.3270869040267735,0.3420872737857158,0.3575824402463197,0.9561476644816561,0.07329805453005281
SEG_001,19,2025-11-14,road_marking_new,clear,0.021,0.0384,0.074,0.8774,0.9037,0.711626170427931,0.07395220338262783,0.5550846351418848,0.034515077588477314,0.48876282586372055,0.5912704580743289,0.39094050227772925,0.4039904963439055,0.3380790334897244,0.9676948792628389,0.054665095316512126
SEG_001,20,2025-11-15,road_marking_new,clear,0.0221,0.0404,0.0779,0.8774,0.9029,0.6436704073666368,0.05197966824168884,0.5791825242430215,0.022745069869270072,0.6496519495138157,0.6382552561354841,0.3711461587900794,0.32950323968931117,0.36517205095408295,1.1263774910454334,0.06625762950273485
SEG_001,21,2025-11-16,road_marking_new,rain,0.0232,0.0424,0.0818,0.8452,0.8828,0.7445647438176144,0.08389368421535041,0.6248544818476462,0.06186772118797508,0.5781545182237416,0.6614700534813107,0.3638244170518221,0.3281437761908371,0.3203106556584151,1.1087313998265054,0.07516731773706686
SEG_001,22,2025-11-17,road_marking_new,rain,0.0243,0.0444,0.0857,0.8468,0.8826,0.7543574479543802,0.0680262777526284,0.7667501227923312,0.06641995278063531,0.44158778720484443,0.5626015141973257,0.31473521277867733,0.34159953140107224,0.27029459245257575,0.921354576024203,0.06246011210032587
SEG_001,23,2025-11-18,road_marking_new,haze,0.0254,0.0464,0.0896,0.7664,0.7933,0.6217533991837423,0.08594061502158752,0.5311073256680936,0.10083865439340378,0.3761946527879526,0.550050430360802,0.3603549760836123,0.2906662147079905,0.2775273866492842,1.2397510205808089,0.05893049656649538
SEG_001,24,2025-11-19,road_marking_new,rain,0.0265,0.0485,0.0934,0.8374,0.8753,0.8025801849595043,0.07597417774895175,0.65118246085695,0.003933008457530973,0.49199271143792445,0.5135285673965272,0.3274939640025222,0.3587880884183625,0.3380025489332785,0.91277570743916,0.07172692473904399
SEG_001,25,2025-11-20,road_marking_new,clear,0.0276,0.0505,0.0973,0.8626,0.8902,0.6750353730160494,0.0651722908873807,0.6755359890712175,0.010179273768500852,0.5239948044881934,0.6226359108094088,0.3167335742372984,0.3572461644714412,0.33877839123986786,0.886595068447684,0.07376707885268437
SEG_001,26,2025-11-21,road_marking_new,clear,0.0287,0.0525,0.1012,0.8668,0.8933,0.7386103406920579,0.06423033644902532,0.6212572546136392,0.006801712491070144,0.5309087106021204,0.5413184452763806,0.306069609645605,0.3860240270135445,0.2993539131696362,0.7928750423605719,0.052169932473675844
SEG_001,27,2025-11-22,road_marking_new,clear,0.0298,0.0545,0.1051,0.8624,0.8887,0.7255526459989666,0.07872783141275982,0.6278936060751658,0.042811009623264604,0.4548944735985708,0.6244012833306627,0.3399871016869975,0.35749029205901617,0.3486955782480403,0.9510360370704386,0.05363284296015338
SEG_001,28,2025-11-23,road_marking_new,clear,0.0309,0.0565,0.109,0.8574,0.8859,0.7901011685743383,0.07737697404582589,0.6336778389359846,0.05772452541274645,0.4518537037056702,0.6124696454926715,0.3972703374985831,0.39648941644197405,0.28942671242613016,1.0019670615587835,0.052926420538463
SEG_001,29,2025-11-24,road_marking_new,clear,0.032,0.0585,0.1129,0.8574,0.8854,0.7875643507960115,0.04938968880019577,0.6528859962393585,0.05383637491358561,0.5151623946817092,0.5852934959801585,0.3922258337585204,0.36123348916333997,0.30972351553625527,1.0857928728426787,0.06431869248652819
SEG_001,30,2025-11-25,road_marking_new,clear,0.0331,0.0606,0.1168,0.857,0.8841,0.7346478970278766,0.05023594262943542,0.6608576604445319,0.06525581325262644,0.4879476205725307,0.6712679055369677,0.3268762912379125,0.32959401686246664,0.35583260169292014,0.9917513145361401,0.04738422922394351
SEG_001,31,2025-11-26,road_marking_new,haze,0.0342,0.0626,0.1207,0.7519,0.776,0.6542415007840869,0.07030979379643841,0.47453229420588505,0.04545032339506075,0.37642182806963476,0.5974551485526876,0.3102929466678916,0.31341979219219424,0.2540662758540021,0.990020299858139,0.04547756719872702
SEG_001,32,2025-11-27,road_marking_new,clear,0.0353,0.0646,0.1246,0.8502,0.8773,0.6871585700947954,0.05904054601700298,0.6938142197151446,0.0577884996099043,0.5996170052242327,0.6241642613384818,0.3152563738666202,0.32682294180937327,0.30673105221416425,0.9646061182705518,0.05956284826056001
SEG_001,33,2025-11-28,road_marking_new,clear,0.0364,0.0666,0.1285,0.8507,0.8783,0.6438631412710429,0.056730741274127694,0.7495991989057839,0.02338012559312002,0.5503206762363515,0.5736129768624644,0.29445766184328165,0.34870661730667973,0.31425896972877815,0.8444256655979885,0.060284835153989864
SEG_001,34,2025-11-29,road_marking_new,heavy_rain,0.0375,0.0686,0.1324,0.7874,0.8303,0.6553735140269539,0.07823310643262288,0.5775898284551444,0.023529564900247654,0.4601047795433246,0.5065833438322479,0.34555870693138824,0.3604269107895194,0.30685255248571464,0.9587456925143226,0.06764235455475022
SEG_001,35,2025-11-30,road_marking_new,clear,0.0386,0.0707,0.1363,0.8441,0.873,0.7237389587641592,0.06407095552866028,0.6540602138035108,0.024157761317606663,0.5121476287773286,0.5428285693859853,0.3108205795951399,0.39150552305674735,0.31267472056145373,0.7939090699392707,0.07093458320430757
SEG_001,36,2025-12-01,road_marking_new,clear,0.0397,0.0727,0.1402,0.8416,0.8708,0.7645716272291089,0.0810692462176217,0.6494360014159551,0.027227410094529184,0.46315682516522894,0.585383945030607,0.3031341753296703,0.3936599278221981,0.26871705090493053,0.7700387666275701,0.059354968329424315
SEG_001,37,2025-12-02,road_marking_new,rain,0.0408,0.0747,0.1441,0.8077,0.8476,0.7346401939513764,0.08760477765517058,0.5808605842821819,0.05881463482560622,0.43066869510530237,0.5455527921651028,0.363698807076122,0.33438176906875255,0.28139023368379956,1.0876720953325851,0.06497374613320228
SEG_001,38,2025-12-03,road_marking_new,clear,0.0419,0.0767,0.148,0.8408,0.8675,0.6991869273036819,0.06881716762502407,0.673268521700895,0.03415581174259563,0.43151227268078046,0.5799281818397237,0.34414685202262246,0.2595419313928122,0.3318299973989324,1.325972740524242,0.07151938156546975
SEG_001,39,2025-12-04,road_marking_new,clear,0.043,0.0787,0.1518,0.8391,0.866,0.7011428899769865,0.08614257948672893,0.662818250821312,0.037338992190351146,0.5351054114736844,0.4819749846135295,0.29056362623113263,0.39067834829305187,0.34568029559009755,0.7437394054757622,0.042038953986665115
SEG_001,40,2025-12-05,road_marking_new,clear,0.0441,0.0808,0.1557,0.8357,0.8654,0.6684028813973163,0.06995814310140723,0.6996495750819552,0.02522827198397751,0.4916643457703026,0.5553212332814017,0.33322860752990646,0.3222313906092937,0.3313540241118293,1.0341251135549117,0.08255966628656339
SEG_001,41,2025-12-06,road_marking_new,clear,0.0452,0.0828,0.1596,0.8316,0.8601,0.650059282512841,0.065860093532501,0.6330359557398066,0.029803736093175145,0.5095078281010406,0.5619526542189027,0.38175023549535225,0.3506299442621986,0.253826906651343,1.088752267141268,0.05866209075016771
SEG_001,42,2025-12-07,road_marking_new,heavy_rain,0.0463,0.0848,0.1635,0.7735,0.8192,0.5892241923749995,0.07782785739293914,0.7304275776574811,0.055360655492798096,0.4318357398695228,0.464602724850109,0.3033293493857015,0.29441186673141473,0.24624756116836274,1.030285641905797,0.07789908009160909
SEG_001,43,2025-12-08,road_marking_new,rain,0.0474,0.0868,0.1674,0.7962,0.8378,0.7548010158092716,0.08390460001993066,0.6007071355362187,0.05332284782566341,0.5467883392171295,0.5381650284827265,0.2888253921882542,0.31874134242842606,0.3207600371445255,0.9061406463532855,0.06467049794755245
SEG_001,44,2025-12-09,road_marking_new,haze,0.0485,0.0888,0.1713,0.7208,0.7502,0.5922939127299338,0.06735939027300102,0.5298251679054273,0.0765468150585316,0.4520534294213856,0.4520075218302163,0.2646892768785308,0.3393627002389161,0.23337318651694544,0.7799575402206729,0.06175895593447761
SEG_001,45,2025-12-10,road_marking_new,heavy_rain,0.0496,0.0908,0.1752,0.7638,0.809,0.6317070279355526,0.07625800677775545,0.5743161716688726,0.031061731687702612,0.5802845975112662,0.5094478064631124,0.31461128598048577,0.318982466977033,0.31712581037837617,0.9862933930777611,0.0587802275016234
SEG_001,46,2025-12-11,road_marking_new,rain,0.0507,0.0929,0.1791,0.7936,0.8343,0.6244481855980029,0.07774205660316871,0.5907506794868959,0.06328764198372042,0.5193211784734844,0.5209254498302882,0.29180933622963595,0.3513866480344696,0.28214590048046195,0.8304484743897734,0.05656063860133118
SEG_001,47,2025-12-12,road_marking_new,clear,0.0518,0.0949,0.183,0.8196,0.8504,0.7277596142332764,0.07527884665238542,0.6209196840252955,0.048770723415183674,0.5167087200351657,0.5126356201132073,0.2655606996227202,0.359078838920655,0.31890750223258835,0.7395589248924681,0.05619716153189122
SEG_001,48,2025-12-13,road_marking_new,heavy_rain,0.0529,0.0969,0.1869,0.7594,0.8062,0.5809340860976818,0.07518763656677088,0.572776636908787,0.032763656039691266,0.4785174411087001,0.57988957639426,0.32798422601632826,0.32014737722695547,0.2504287315688569,1.0244756786126639,0.08254769336875353
SEG_001,49,2025-12-14,road_marking_new,clear,0.054,0.0989,0.1908,0.8162,0.8451,0.6852603887914412,0.07694385742643471,0.6006752796381184,0.059112518671124596,0.5197447919083298,0.6254904467225791,0.32675725250940746,0.33519746009613466,0.3100393518826669,0.9748172841119072,0.06169950799731658
SEG_001,50,2025-12-15,road_marking_new,rain,0.0551,0.1009,0.1947,0.7863,0.8268,0.632536337552253,0.07856521617950862,0.5372861407480898,0.008351606067099462,0.5418960476998194,0.5092155350916334,0.29206122511651633,0.37594443098836283,0.26072329875057987,0.7768713250449291,0.06346614139445823
SEG_001,51,2025-12-16,road_marking_new,heavy_rain,0.0562,0.103,0.1986,0.7499,0.7968,0.6528910999143704,0.07409291886527607,0.570901921886064,0.04833050022867951,0.40420428626166177,0.534997061376253,0.32787855165444707,0.27871147940511004,0.2627722701082867,1.176404272798542,0.05832578168174157
SEG_001,52,2025-12-17,road_marking_new,clear,0.0574,0.105,0.2025,0.8058,0.8374,0.664497794497245,0.09511998628938775,0.5802306444008499,0.04256310698480627,0.5031762007814254,0.5166286036679985,0.3680062012555856,0.3429188043111978,0.30540908794213134,1.0731552877057577,0.06586885611409095
SEG_001,53,2025-12-18,road_marking_new,clear,0.0585,0.107,0.2064,0.8072,0.8376,0.6388947126351034,0.07753150206031309,0.5912474741214861,0.03271163460821587,0.47333056367106824,0.5140039381781962,0.35475786685968536,0.3625315407432318,0.2975243500867124,0.9785545488755093,0.06600848864785688
SEG_001,54,2025-12-19,road_marking_new,clear,0.0596,0.109,0.2103,0.8039,0.8346,0.6821877108664537,0.07022016649826171,0.5405601181808095,0.03472360465385911,0.43361486060459,0.5574344552535241,0.28964354311624485,0.33132688883347294,0.3148816720031211,0.8741900482208462,0.0713071884476638
SEG_001,55,2025-12-20,road_marking_new,clear,0.0607,0.111,0.2141,0.8034,0.8327,0.7000232748212167,0.06787480966521561,0.6089657203448111,0.10410647653970848,0.4415629884224757,0.5626900812993013,0.348361512936198,0.33598107569282565,0.30292985413066975,1.0368455287915133,0.05137301242081463
SEG_001,56,2025-12-21,road_marking_new,rain,0.0618,0.1131,0.218,0.7727,0.8133,0.6594556888953267,0.08757008918230916,0.6019192891251687,0.04789661155108909,0.4556408456315428,0.49451227934316144,0.33839976022099205,0.32914577286173535,0.3177494930789719,1.0281120403484667,0.06183571648186783
SEG_001,57,2025-12-22,road_marking_new,heavy_rain,0.0629,0.1151,0.2219,0.7405,0.7882,0.6415238759095913,0.08216059791064066,0.5204978010624702,0.054087026630645754,0.46056709240724875,0.525288571403202,0.34094458806548494,0.34840142815220293,0.2890560833875922,0.9785941787883868,0.0764130662960637
SEG_001,58,2025-12-23,road_marking_new,clear,0.064,0.1171,0.2258,0.7943,0.8267,0.6497821162527614,0.1001651269781519,0.6039994028534286,0.061521904200590866,0.42900573086688426,0.5223277687403567,0.28909459570950463,0.3545887410920703,0.24358580637624533,0.8152931746393655,0.059062211929498745
SEG_001,59,2025-12-24,road_marking_new,clear,0.0651,0.1191,0.2297,0.796,0.8251,0.6620903533605145,0.0701207587704791,0.5801858361036492,0.05161803258658902,0.4144435289757633,0.5526925093524884,0.3148358549944578,0.3502656281075804,0.2732040996733521,0.8988462780352561,0.07131222893749847
SEG_001,60,2025-12-25,road_marking_new,clear,0.0662,0.1211,0.2336,0.7918,0.8237,0.6461315820889618,0.06255793061547711,0.5855636731708418,0.06783635421006096,0.37555107116075886,0.5358331633926339,0.3182801904799949,0.39810676344169865,0.3356685748357449,0.7994825012414153,0.058378528694578644
SEG_001,61,2025-12-26,road_marking_new,clear,0.0673,0.1232,0.2375,0.7889,0.8202,0.6561828735383783,0.07505501541166397,0.5579331080120709,0.06928142589681113,0.46539268622236457,0.5054518381009139,0.29386751623270035,0.34373003842418737,0.31806300913045815,0.8549344789458553,0.058010963919696554
SEG_001,62,2025-12-27,road_marking_new,clear,0.0684,0.1252,0.2414,0.7889,0.8193,0.6380391487182218,0.07708267458837442,0.5586391625080209,0.050342320234040214,0.45990786187347354,0.6428876446790017,0.3291203937262663,0.2730402370440608,0.32707510460155087,1.2053871323222727,0.06287740124142019
SEG_001,63,2025-12-28,road_marking_new,clear,0.0695,0.1272,0.2453,0.7856,0.8173,0.5987086959067328,0.05454349365359704,0.5249127960074391,0.07031609579906362,0.4195481051629884,0.5674940620139501,0.29566453808852317,0.36478947213488294,0.2653403542243506,0.8105050999775013,0.06911823881309831
SEG_001,64,2025-12-29,road_marking_new,fog,0.0706,0.1292,0.2492,0.6077,0.6365,0.5236420456901502,0.09398431485618519,0.46679795488126136,0.08701450044337664,0.3349706284413119,0.4600703207661095,0.21444456986149174,0.2712491307879332,0.2567048881886201,0.7905786782058631,0.09395122789611984
SEG_001,65,2025-12-30,road_marking_new,clear,0.0717,0.1312,0.2531,0.7815,0.8133,0.6482037625516694,0.07253584558612405,0.5136161300319838,0.04215943244829281,0.575293795821764,0.5215963726353774,0.31825369250518337,0.32683623089220176,0.2884300939107603,0.9737375746221231,0.08464009202456
SEG_001,66,2025-12-31,road_marking_new,clear,0.0728,0.1332,0.257,0.7786,0.8111,0.5966020661213581,0.0728803646379445,0.5822675334640429,0.05771169687672052,0.50086911916603,0.585532422434488,0.3206249710165095,0.36297823870859924,0.3140591851870492,0.883314902960354,0.07432587853398272
SEG_001,67,2026-01-01,road_marking_new,rain,0.0739,0.1353,0.2609,0.7526,0.7946,0.6582212902210309,0.07338574252369395,0.6054184392854021,0.05009487430371041,0.43454812239661794,0.5482319717342451,0.31446981310249167,0.28753650574181805,0.2779947492893815,1.0936653717266935,0.07921492526574264
SEG_001,68,2026-01-02,road_marking_new,clear,0.075,0.1373,0.2648,0.7751,0.8081,0.6225430654246703,0.0635560745691156,0.5424572487835561,0.06337023393523421,0.4221827380969579,0.5944922158316767,0.3112943163720435,0.3309874465390512,0.3050883450088172,0.9404990404561324,0.07405779852907754
SEG_001,69,2026-01-03,road_marking_new,fog,0.0761,0.1393,0.2687,0.5978,0.6203,0.5102078158318455,0.10584438051421757,0.5132048077923237,0.11271749443418132,0.36510840045339915,0.4049953096708816,0.23519129551387802,0.227506567868718,0.2264475097148829,1.0337735035240405,0.08343466298343236
SEG_001,70,2026-01-04,road_marking_new,fog,0.0772,0.1413,0.2725,0.5993,0.6262,0.5385686224871015,0.09224559156010324,0.4229820335941333,0.06640906691559018,0.34970608523578817,0.4492969188523552,0.25226141594642787,0.21178351701478873,0.24650154747954658,1.191123031570871,0.08305887963923704
SEG_001,71,2026-01-05,road_marking_new,clear,0.0783,0.1433,0.2764,0.7698,0.8022,0.6594893164302964,0.06738698547599145,0.5629874098390439,0.06357751630669443,0.5273371495665408,0.5416846561638324,0.3457609183841611,0.3603494378775033,0.26881636319029895,0.9595129686000224,0.07241167392295639
SEG_001,72,2026-01-06,road_marking_new,clear,0.0794,0.1454,0.2803,0.7682,0.7999,0.698546027381732,0.07021665732182092,0.5718334266108734,0.03922672708903703,0.4584618167884443,0.5590566638421125,0.2844518454165628,0.3532934914932147,0.23112169081523096,0.8051409016152915,0.07388976680283861
SEG_001,73,2026-01-07,road_marking_new,clear,0.0805,0.1474,0.2842,0.7637,0.7978,0.5997519671858539,0.07363276760253044,0.5894709385247336,0.07283257272989051,0.4181885300089533,0.597701502531174,0.3165376985227201,0.34160099783823306,0.255504103854029,0.9266271875629305,0.08392664587424241
SEG_001,74,2026-01-08,road_marking_new,clear,0.0816,0.1494,0.2881,0.7629,0.7958,0.6645586656471019,0.07953847124713026,0.5872004802721243,0.04904809954436899,0.3618841603932378,0.5023785513149469,0.2991216878939633,0.36001799921097666,0.2935906955045752,0.8308497289018724,0.06217277131777075
SEG_001,75,2026-01-09,road_marking_new,clear,0.0827,0.1514,0.292,0.7642,0.7964,0.6221775963623875,0.08497938986360488,0.6200495968491037,0.0866574796900722,0.3778512063153859,0.4378448524344152,0.2908715930408967,0.31056225545187316,0.2926472801257924,0.9365937145966453,0.08111170075159582
SEG_001,76,2026-01-10,road_marking_new,haze,0.0838,0.1534,0.2959,0.6587,0.6909,0.5250631140327247,0.0814242050198493,0.47066429649758024,0.09101889703073346,0.42884173105264134,0.4570919136050808,0.2982742130157635,0.2570743122247578,0.26182745202405,1.1602600437765336,0.08065974205856488
SEG_001,77,2026-01-11,road_marking_new,clear,0.0849,0.1555,0.2998,0.7565,0.7899,0.6198710134094233,0.07442702602445568,0.6647970705889962,0.06953490258718292,0.4677233823689013,0.547155250093365,0.31381105355484384,0.31016020458026883,0.3057851869868633,1.0117675870504639,0.05023827353032149
SEG_001,78,2026-01-12,road_marking_new,clear,0.086,0.1575,0.3037,0.7563,0.7915,0.630392898714905,0.06578892271980026,0.5517877528133185,0.0634253593477972,0.3990408634828937,0.5209149138986165,0.2982547497295387,0.30562143311103823,0.3302521715744649,0.9758928580389166,0.0642219556559755
SEG_001,79,2026-01-13,road_marking_new,clear,0.0871,0.1595,0.3076,0.7533,0.7878,0.6425516136891897,0.04568100006577625,0.46361219100785617,0.04368591423826043,0.48768486804284006,0.49483311604223196,0.3088055383564971,0.3431541830340762,0.33242402195287746,0.8999005511912432,0.07359598984701207
SEG_001,80,2026-01-14,road_marking_new,heavy_rain,0.0882,0.1615,0.3115,0.6903,0.7397,0.5401490063686658,0.08872193930731588,0.5292364040342172,0.08212947802862207,0.391231504455847,0.43726760204044685,0.2504423711965646,0.27504049567659866,0.26296178257132075,0.9105621338354036,0.07287318789095786
SEG_001,81,2026-01-15,road_marking_new,clear,0.0893,0.1635,0.3154,0.7486,0.7822,0.6723430594781675,0.09536803517500743,0.5688910378740847,0.03878498779441815,0.42395731550919635,0.5073119918784279,0.27854650402665715,0.3082646599000669,0.2653153073059145,0.903592388840703,0.09092478168958228
SEG_001,82,2026-01-16,road_marking_new,clear,0.0904,0.1655,0.3193,0.7476,0.7806,0.6540864975892184,0.08550883253352824,0.7253347160857982,0.028712354998451865,0.31570246082259257,0.5157272306108794,0.2919155072692164,0.36282284985969504,0.2831082571793299,0.8045653762345031,0.0636703596384861
SEG_001,83,2026-01-17,road_marking_new,clear,0.0915,0.1676,0.3232,0.7418,0.7754,0.569080252548911,0.07591340043857012,0.5312312643937064,0.07641397535314816,0.46977301615744177,0.4564939252395079,0.26894990858923035,0.3079841563698162,0.2676193660719678,0.8732560742839377,0.06113471348171109
SEG_001,84,2026-01-18,road_marking_new,fog,0.0926,0.1696,0.3271,0.5704,0.6024,0.5443700877518239,0.10251679142605236,0.47464153959344296,0.08784213848577722,0.33667907714340584,0.42777553211215985,0.17636087098277214,0.24542753923355723,0.2149720219638177,0.7185833869749834,0.08320747626059492
SEG_001,85,2026-01-19,road_marking_new,clear,0.0937,0.1716,0.331,0.7392,0.7737,0.7041555670412233,0.0695477989900494,0.5755189354712493,0.07050613701270472,0.38645327747718206,0.5013066039207462,0.30376685847734036,0.30904353790370337,0.2878168294401646,0.9829225927687889,0.08372506069454433
SEG_001,86,2026-01-20,road_marking_new,haze,0.0949,0.1736,0.3348,0.6377,0.673,0.5891961828463861,0.0922530764196742,0.4175442353524851,0.10070900904427942,0.39794914537389237,0.45436038254369915,0.2128575937320137,0.2563696039862331,0.195183881651273,0.8302730126713125,0.0697981314091845
SEG_001,87,2026-01-21,road_marking_new,rain,0.096,0.1756,0.3387,0.7043,0.7495,0.591458006567506,0.08120690746942424,0.5100573251335172,0.08450341300807225,0.4208240920021563,0.452578146313845,0.3059240995114039,0.3281848446900129,0.27463531107783645,0.9321672596828903,0.07269915260703587
SEG_001,88,2026-01-22,road_marking_new,clear,0.0971,0.1777,0.3426,0.7325,0.7679,0.5797948951395783,0.07357285767932617,0.49855622783415443,0.05002603296189894,0.42911129245303015,0.4828012639927702,0.31241580203919117,0.29162578170694325,0.3118759383036993,1.0712863894412101,0.07906655303434228
SEG_001,89,2026-01-23,road_marking_new,rain,0.0982,0.1797,0.3465,0.7025,0.7498,0.6393030690772454,0.08975652229804654,0.5676827291217555,0.08220248140581288,0.3614618077133061,0.47785109590608293,0.2632277129656458,0.27234375259570087,0.2541213189397467,0.9665239019912771,0.07450590334969565
SEG_001,90,2026-01-24,road_marking_new,clear,0.0993,0.1817,0.3504,0.7296,0.7639,0.6040329221210728,0.10844667164379056,0.41509675843501215,0.04427139230087708,0.5049736052277594,0.5326809597344107,0.2951920679581758,0.29970554866223276,0.2703465902520523,0.9849369967916694,0.06245878028831899
SEG_001,91,2026-01-25,road_marking_new,haze,0.1004,0.1837,0.3543,0.6248,0.6615,0.5799778028152971,0.11167849506434714,0.41862049875013685,0.12376139972952105,0.3604690243150326,0.38489091902756684,0.2570180015735094,0.20509705119994823,0.2134696721017398,1.2531469707771377,0.07362983478001002
